nomelograd,logradouro,arvore,bancos,pontoonibu,pontotaxi,pontomotot,semaforo,trechos,faixapedes,comprimento,arvores_100m_median,bancos_100m_median,semaforos_100m_median,onibus_100m_median,arvores_100m_mean,bancos_100m_mean,semaforos_100m_mean,onibus_100m_mean,profissao,tipo_profissao,primeiro_nome,sobrenome
Rua Doutor Tarcísio Alves Tito,26417,42,0,0,0,0,0,23,0,1942,3.7037037037037033,0,0,0,4.942294629850526,0,0,0,Doutor,liberal,Tarcísio,Tito
Rua Doutor Vasconcelos,1139,42,0,3,0,0,0,22,0,1922,2.072594501718213,0,0,0,3.058050818285589,0,0,0.12114444204483352,Doutor,liberal,Vasconcelos,Vasconcelos
Rua Doutor Ventura,25240,6,0,0,0,0,0,4,0,282,1.8436703483432453,0,0,0,2.409301196521366,0,0,0,Doutor,liberal,Ventura,Ventura
Rua Doutor Washington De Andrade,17876,2,0,0,0,0,0,1,0,128,1.5625,0,0,0,1.5625,0,0,0,Doutor,liberal,Washington,Andrade
Rua Doutor Wilson Furtado,14702,15,0,0,0,0,0,8,0,409,3.8405797101449277,0,0,0,6.879576928796513,0,0,0,Doutor,liberal,Wilson,Furtado
Rua Doutora Maria Estelita Cruz Pereira Pinto,9903,19,0,0,0,0,0,10,0,548,4.11036036036036,0,0,0,4.557744184261672,0,0,0,NA,NA,Doutora,Pinto
Rua Doutora Neusa Brilhante,15202,2,0,0,0,0,0,1,0,112,1.7857142857142856,0,0,0,1.7857142857142856,0,0,0,NA,NA,Doutora,Brilhante
Rua Dublim,20648,22,0,0,0,0,0,11,0,825,3.076923076923077,0,0,0,3.367271928740012,0,0,0,NA,NA,Dublim,Dublim
Rua Dulce Da Silva Amorim,700265,5,0,0,0,0,0,4,0,380,1.4288529759558535,0,0,0,1.7177383913482753,0,0,0,NA,NA,Dulce,Amorim
Rua Dulce Escorel,18589,4,0,0,0,0,0,1,0,205,1.951219512195122,0,0,0,1.951219512195122,0,0,0,NA,NA,Dulce,Escorel
Rua Duque De Caxias,507,33,1,4,2,3,1,16,2,1314,2.6671408250355615,0,0,0,2.621459661620635,0.05482456140350877,0.06720430107526883,0.2887251640435002,NA,NA,Duque,Caxias
Rua Edésio Leitão,13366,6,0,0,0,0,0,5,0,565,1.36986301369863,0,0,0,1.224780316633885,0,0,0,NA,NA,Edésio,Leitão
Rua Edgar Barbosa Da Costa,33243,21,0,0,0,0,0,12,0,732,3.278688524590164,0,0,0,3.841807867521247,0,0,0,NA,NA,Edgar,Costa
Rua Edgar Villarim Meira,39438,5,0,0,0,0,0,2,0,216,2.291594603943272,0,0,0,2.291594603943272,0,0,0,NA,NA,Edgar,Meira
Rua Edmundo Pereira De Assis,9261,6,0,2,0,0,0,4,0,288,2.1025641025641026,0,0,0,2.0647955647955647,0,0,0.6756756756756757,NA,NA,Edmundo,Assis
Rua Edmundo Pereira De Assis,15091,13,1,0,0,0,0,4,0,335,4.590941011235955,0,0,0,4.932413180777213,0.2808988764044944,0,0,NA,NA,Edmundo,Assis
Rua Edson Do Ó,10669,6,0,0,0,0,0,3,0,215,2.3255813953488373,0,0,0,2.714920738176552,0,0,0,NA,NA,Edson,Ó
Rua Eduardo De Oliveira Lobo,12912,11,0,0,0,0,0,6,0,691,1.3745866792631083,0,0,0,3.009128845981773,0,0,0,NA,NA,Eduardo,Lobo
Rua Eduardo Ferreira Ramos,23604,13,0,3,0,0,0,7,0,723,2.1052631578947367,0,0,0,2.2515581877881954,0,0,0.2928764460774525,NA,NA,Eduardo,Ramos
Rua Eduardo Sousa Silva,700111,6,0,0,0,0,0,3,0,322,2.1739130434782608,0,0,0,2.381220798416695,0,0,0,NA,NA,Eduardo,Silva
Rua Edvaldo Holanda Moreira Borges,2844,8,0,0,0,0,0,2,0,310,2.5914315569487982,0,0,0,2.5914315569487982,0,0,0,NA,NA,Edvaldo,Borges
Rua Edvirges Pereira De Araújo,37168,7,0,0,0,0,0,4,0,205,3.8867924528301887,0,0,0,3.435502502887948,0,0,0,NA,NA,Edvirges,Araújo
Rua Egídio De Oliveira Lima,6769,5,0,0,0,0,0,2,0,60,8.482142857142858,0,0,0,8.482142857142858,0,0,0,NA,NA,Egídio,Lima
Rua Elias Alves Barbosa Sobrinho,38938,3,0,0,0,0,0,1,0,163,1.8404907975460123,0,0,0,1.8404907975460123,0,0,0,NA,NA,Elias,Sobrinho
Rua Elias Asfora,11304,6,0,0,0,0,0,2,0,322,1.816552623004236,0,0,0,1.816552623004236,0,0,0,NA,NA,Elias,Asfora
Rua Elias Fialho De Araújo,24180,1,0,0,0,0,0,1,0,122,0.819672131147541,0,0,0,0.819672131147541,0,0,0,NA,NA,Elias,Araújo
Rua Elias Gomes De Moura,700110,6,0,0,0,0,0,3,0,368,1.4184397163120568,0,0,0,1.7326644986219455,0,0,0,NA,NA,Elias,Moura
Rua Elísio Nepomuceno,18597,4,0,0,0,0,0,2,0,271,1.4973861090365945,0,0,0,1.4973861090365945,0,0,0,NA,NA,Elísio,Nepomuceno
Rua Eliza Aranha,25348,3,0,0,0,0,0,1,0,160,1.875,0,0,0,1.875,0,0,0,NA,NA,Eliza,Aranha
Rua Eliza Ferreira Catão,36153,2,0,0,0,0,0,1,0,129,1.550387596899225,0,0,0,1.550387596899225,0,0,0,NA,NA,Eliza,Catão
Rua Eliza J. Da Costa,700184,2,0,0,0,0,0,1,0,56,3.571428571428571,0,0,0,3.571428571428571,0,0,0,NA,NA,Eliza,Costa
Rua Eliza Rafael De Franãa,16586,2,0,0,0,0,0,1,0,163,1.2269938650306749,0,0,0,1.2269938650306749,0,0,0,NA,NA,Eliza,Franãa
Rua Elizabeth Arruda,19763,21,0,0,0,0,0,10,0,548,3.4310850439882694,0,0,0,4.127677298455287,0,0,0,NA,NA,Elizabeth,Arruda
Rua Elizabeth Buarque Borba Gusmão,35475,1,0,0,0,0,0,1,0,102,0.9803921568627451,0,0,0,0.9803921568627451,0,0,0,NA,NA,Elizabeth,Gusmão
Rua Elvira Araújo Agra,5134,7,0,0,0,0,0,4,0,308,2.3735955056179776,0,0,0,2.557814909671734,0,0,0,NA,NA,Elvira,Agra
Rua Elvira Carmem Da Silva,20273,2,0,0,0,0,0,2,0,146,3.0252797347699953,0,0,0,3.0252797347699953,0,0,0,NA,NA,Elvira,Silva
Rua Elvira Carolino De Lima,23442,4,0,0,0,0,0,1,0,252,1.5873015873015872,0,0,0,1.5873015873015872,0,0,0,NA,NA,Elvira,Lima
Rua Elvira De Almeida Castro,23930,8,0,0,0,0,0,6,0,386,1.5749007936507935,0,0,0,2.3266419093242288,0,0,0,NA,NA,Elvira,Castro
Rua Elza Maria De Carvalho Lira,19445,7,0,0,0,0,0,5,0,234,3.571428571428571,0,0,0,3.062235803412274,0,0,0,NA,NA,Elza,Lira
Rua Emanoel Soares Santos Filho,36579,3,0,0,0,0,0,1,0,156,1.9230769230769231,0,0,0,1.9230769230769231,0,0,0,NA,NA,Emanoel,Filho
Rua Emídio Lucas Da Silva,8982,9,0,0,0,0,0,6,0,386,2.7222222222222223,0,0,0,2.415222024628282,0,0,0,NA,NA,Emídio,Silva
Rua Emília Brandão,26042,5,0,0,0,0,0,2,0,249,2.2409059711736443,0,0,0,2.2409059711736443,0,0,0,NA,NA,Emília,Brandão
Rua Emília Rosa Cardoso,700436,3,0,0,0,0,0,1,0,73,4.10958904109589,0,0,0,4.10958904109589,0,0,0,NA,NA,Emília,Cardoso
Rua Emiliano Rosendo Silva,20672,0,0,0,0,0,0,1,0,529,0,0,0,0,0,0,0,0,NA,NA,Emiliano,Silva
Rua Eneas De Paula Leite,2852,5,0,0,0,0,0,2,0,232,2.2413664503617516,0,0,0,2.2413664503617516,0,0,0,NA,NA,Eneas,Leite
Rua Enedino De Souza Ribeiro,37443,3,0,0,0,0,0,1,0,183,1.639344262295082,0,0,0,1.639344262295082,0,0,0,NA,NA,Enedino,Ribeiro
Rua Enfermeira Maria De Lourdes Silva,16535,21,0,3,0,0,0,11,0,639,3.8461538461538463,0,0,0,4.547400054119069,0,0,0.32782369146005513,NA,NA,Enfermeira,Silva
Rua Enfermeira Maria José Da Costa,35335,4,0,0,0,0,0,1,0,121,3.3057851239669422,0,0,0,3.3057851239669422,0,0,0,NA,NA,Enfermeira,Costa
Rua Enfermeiro João Valdevino Alves,31607,2,0,0,0,0,0,1,0,170,1.1764705882352942,0,0,0,1.1764705882352942,0,0,0,NA,NA,Enfermeiro,Alves
Rua Enfermeiro Luís Alves Filho,9881,2,0,0,0,0,0,1,0,138,1.4492753623188406,0,0,0,1.4492753623188406,0,0,0,NA,NA,Enfermeiro,Filho
Rua Engenheiro Demétrio De Almeida Filho,31950,8,0,1,0,0,0,6,0,282,2,0,0,0,3.214909273732803,0,0,0.3333333333333333,Engenheiro,liberal,Demétrio,Filho
Rua Engenheiro Jorge Luís Alves De Sousa,20249,3,0,0,0,0,0,2,0,85,4.270315091210613,0,0,0,4.270315091210613,0,0,0,Engenheiro,liberal,Jorge,Sousa
Rua Engenheiro José Bezerra,5231,8,0,0,0,0,0,4,0,800,1.0914760914760915,0,0,0,1.3169368761474025,0,0,0,Engenheiro,liberal,José,Bezerra
Rua Engenheiro José Hermerson De Almeida Barreto,31399,20,0,1,0,0,0,12,0,1072,1.8265221017514595,0,0,0,2.792222810627573,0,0,0.05307855626326965,Engenheiro,liberal,José,Barreto
Rua Engenheiro Luís Carlos Virgolino,19917,5,0,0,0,0,0,4,0,185,2.7777777777777777,0,0,0,2.68835233623966,0,0,0,Engenheiro,liberal,Luís,Virgolino
Rua Engenheiro Roberto Palomo,14770,2,0,0,0,0,0,1,0,90,2.2222222222222223,0,0,0,2.2222222222222223,0,0,0,Engenheiro,liberal,Roberto,Palomo
Rua Engenheiro Walbert Pimentel,19208,7,0,0,0,0,0,4,0,217,3.663003663003663,0,0,0,3.5200983227299014,0,0,0,Engenheiro,liberal,Walbert,Pimentel
Rua Engenheiro Wilson Gonçalves De Oliveira,15423,3,0,0,0,0,0,1,0,194,1.5463917525773196,0,0,0,1.5463917525773196,0,0,0,Engenheiro,liberal,Wilson,Oliveira
Rua Epaminondas Câmara,12840,4,0,0,0,0,0,1,0,114,3.508771929824561,0,0,0,3.508771929824561,0,0,0,NA,NA,Epaminondas,Câmara
Rua Epaminondas Macaxeira,3719,27,0,0,0,0,0,8,0,1664,1.460937916807455,0,0,0,2.079866907819303,0,0,0,NA,NA,Epaminondas,Macaxeira
Rua Epitácio Uchôa,700092,2,0,0,0,0,0,1,0,130,1.5384615384615385,0,0,0,1.5384615384615385,0,0,0,NA,NA,Epitácio,Uchôa
Rua Equador,16748,4,0,0,0,0,0,2,0,303,1.3306982872200264,0,0,0,1.3306982872200264,0,0,0,NA,NA,Equador,Equador
Rua Erasmo Cabral De Aquino,15857,2,0,0,0,0,0,1,0,69,2.898550724637681,0,0,0,2.898550724637681,0,0,0,NA,NA,Erasmo,Aquino
Rua Ernesto J. De Farias,12661,1,0,0,0,0,0,1,0,89,1.1235955056179776,0,0,0,1.1235955056179776,0,0,0,NA,NA,Ernesto,Farias
Rua Estácio De Sá,17558,9,0,0,0,0,0,7,0,683,1.2195121951219512,0,0,0,1.3217606596389344,0,0,0,NA,NA,Estácio,Sá
Rua Estela Costa,20184,3,0,0,0,0,0,2,0,194,1.591880341880342,0,0,0,1.591880341880342,0,0,0,NA,NA,Estela,Costa
Rua Estelita Cruz,159,34,1,2,1,0,0,17,0,1378,2.3255813953488373,0,0,0,2.7566999314979497,0.0676132521974307,0,0.12207948313424986,NA,NA,Estelita,Cruz
Rua Estocolmo,20613,29,0,0,0,0,0,19,0,1227,2.666666666666667,0,0,0,3.113607663694171,0,0,0,NA,NA,Estocolmo,Estocolmo
Rua Etelvina Maria Do Nascimento,36323,6,0,0,0,0,0,3,0,351,1.9230769230769231,0,0,0,1.908082171240066,0,0,0,NA,NA,Etelvina,Nascimento
Rua Etiópia,700123,6,0,0,0,0,0,3,0,357,1.6,0,0,0,1.8863791444318083,0,0,0,NA,NA,Etiópia,Etiópia
Rua Euclides Carolino De Lima,16896,10,0,0,0,0,0,4,0,281,3.4252539912917275,0,0,0,3.519947019844291,0,0,0,NA,NA,Euclides,Lima
Rua Euclides Severiano,8222,14,0,0,0,0,0,7,0,533,2.380952380952381,0,0,0,5.500095545010062,0,0,0,NA,NA,Euclides,Severiano
Rua Euclides Vilar,175,1,0,0,0,0,0,1,0,91,1.098901098901099,0,0,0,1.098901098901099,0,0,0,NA,NA,Euclides,Vilar
Rua Eufrasina Maria,12343,7,0,0,0,0,0,4,0,229,3.201844262295082,0,0,0,3.10993114015655,0,0,0,NA,NA,Eufrasina,Maria
Rua Eulália Araújo,19160,9,0,0,0,0,0,6,0,525,1.7874015748031495,0,0,0,1.7653326927824216,0,0,0,NA,NA,Eulália,Araújo
Rua Eulália Resende Pereira,33235,8,0,0,0,0,0,4,0,398,1.831218974076117,0,0,0,2.262231519904766,0,0,0,NA,NA,Eulália,Pereira
Rua Eulâmpia Pereira De Andrade,22659,10,0,0,0,0,0,3,0,629,1.3201320132013201,0,0,0,2.4075737285841567,0,0,0,NA,NA,Eulâmpia,Andrade
Rua Eulina Neves De Araújo,17116,4,0,0,0,0,0,2,0,169,2.385657820440429,0,0,0,2.385657820440429,0,0,0,NA,NA,Eulina,Araújo
Rua Eunice Ribeiro Araújo,10855,2,0,0,0,0,0,1,0,250,0.8,0,0,0,0.8,0,0,0,NA,NA,Eunice,Araújo
Rua Eurides De Farias Correia De Melo,17213,3,0,0,0,0,0,1,0,116,2.586206896551724,0,0,0,2.586206896551724,0,0,0,NA,NA,Eurides,Melo
Rua Eutilha Andrade De Medeiros,36528,2,0,0,0,0,0,1,0,170,1.1764705882352942,0,0,0,1.1764705882352942,0,0,0,NA,NA,Eutilha,Medeiros
Rua Eutique Loureiro,32018,2,0,0,0,0,0,1,0,117,1.7094017094017095,0,0,0,1.7094017094017095,0,0,0,NA,NA,Eutique,Loureiro
Rua Euvaldo Lodi,14036,3,0,0,0,0,0,2,0,395,0.80325990730615,0,0,0,0.80325990730615,0,0,0,NA,NA,Euvaldo,Lodi
Rua Evaldo Gonzaga De Albuquerque,25470,2,0,0,0,0,0,1,0,88,2.272727272727273,0,0,0,2.272727272727273,0,0,0,NA,NA,Evaldo,Albuquerque
Rua Evandro Veríssimo De Lima,14087,2,0,0,0,0,0,1,0,148,1.3513513513513513,0,0,0,1.3513513513513513,0,0,0,NA,NA,Evandro,Lima
Rua Evaristo Pereira Da Costa,8044,18,0,0,0,0,0,8,0,621,2.9761904761904763,0,0,0,3.1151833953314663,0,0,0,NA,NA,Evaristo,Costa
Rua Expedicionários Do Brasil,760,5,0,0,0,0,0,2,0,262,1.9598049009813714,0,0,0,1.9598049009813714,0,0,0,NA,NA,Expedicionários,Brasil
Rua Expedito Medeiros Ramos,33332,3,0,0,0,0,0,2,0,253,1.3514406555643668,0,0,0,1.3514406555643668,0,0,0,NA,NA,Expedito,Ramos
Rua Ezequias Trajano,18600,6,0,0,0,0,0,2,0,245,2.6674723756906076,0,0,0,2.6674723756906076,0,0,0,NA,NA,Ezequias,Trajano
Rua Ezequiel Rodrigues De Sousa,1465,9,0,0,0,0,0,4,0,397,2.4796747967479678,0,0,0,2.487295025492628,0,0,0,NA,NA,Ezequiel,Sousa
Rua Fabio Adelino Da Cunha,21989,0,0,0,0,0,0,18,0,1042,0,0,0,0,0,0,0,0,NA,NA,Fabio,Cunha
Rua Fábio De Souza Oliveira,36218,11,0,0,0,0,0,5,0,682,1.3333333333333335,0,0,0,2.1420361310223637,0,0,0,NA,NA,Fábio,Oliveira
Rua Fábio Ramon,700250,2,0,0,0,0,0,1,0,102,1.9607843137254901,0,0,0,1.9607843137254901,0,0,0,NA,NA,Fábio,Ramon
Rua Farid Abdala Rached,37273,1,0,0,0,0,0,1,0,56,1.7857142857142856,0,0,0,1.7857142857142856,0,0,0,NA,NA,Farid,Rached
Rua Farmacêutico João Nóbrega,13471,10,0,0,0,0,0,6,0,826,1.0417797069994572,0,0,0,1.4382819271530867,0,0,0,NA,NA,Farmacêutico,Nóbrega
Rua Fausto Costa Agra,17167,2,0,0,0,0,0,1,0,95,2.1052631578947367,0,0,0,2.1052631578947367,0,0,0,NA,NA,Fausto,Agra
Rua Felipe Camarão,11495,4,0,0,0,0,0,2,0,296,1.3515981735159817,0,0,0,1.3515981735159817,0,0,0,NA,NA,Felipe,Camarão
Rua Felipe Gomes Costa,700380,2,0,0,0,0,0,1,0,138,1.4492753623188406,0,0,0,1.4492753623188406,0,0,0,NA,NA,Felipe,Costa
Rua Félix Araújo,345,4,0,0,0,0,0,3,0,208,2.127659574468085,0,0,0,1.9596057797367632,0,0,0,NA,NA,Félix,Araújo
Rua Félix Carolino Barbosa,3107,26,0,2,0,0,0,13,0,975,2.380952380952381,0,0,0,4.509592911478373,0,0,0.16025641025641024,NA,NA,Félix,Barbosa
Rua Felizardo Ribeiro,25933,2,0,0,0,0,0,1,0,168,1.1904761904761905,0,0,0,1.1904761904761905,0,0,0,NA,NA,Felizardo,Ribeiro
Rua Fenelon Araújo De Lucena,28894,17,0,0,0,0,0,8,0,406,4.313543599257885,0,0,0,4.359360737006732,0,0,0,NA,NA,Fenelon,Lucena
Rua Fenelon Bonavides,26140,191,0,16,0,2,1,108,1,8574,2.5158227848101267,0,0,0,3.709114085520957,0,0.007068136839129205,0.175757252124801,NA,NA,Fenelon,Bonavides
Rua Fernandes Vieira,5371,57,0,13,0,3,0,32,3,3199,2.786377708978328,0,0,0,3.6479429468636035,0,0,0.8873304364644726,NA,NA,Fernandes,Vieira
Rua Fernando Barbosa De Melo,14931,23,0,0,0,0,0,12,0,1086,2.192513368983957,0,0,0,2.0542134365451723,0,0,0,NA,NA,Fernando,Melo
Rua Fernando Da Cunha Lima,700187,13,0,0,0,0,0,6,0,597,2.233220666344761,0,0,0,2.7149119842866822,0,0,0,NA,NA,Fernando,Lima
Rua Fernando De Noronha,29025,19,0,0,0,0,0,10,0,535,3.390804597701149,0,0,0,4.065808356063485,0,0,0,NA,NA,Fernando,Noronha
Rua Fernando Gentil Nóbrega,32930,3,0,0,0,0,0,1,0,314,0.9554140127388535,0,0,0,0.9554140127388535,0,0,0,NA,NA,Fernando,Nóbrega
Rua Fernando Gomes De Araújo,15300,14,0,0,0,0,0,7,0,606,2.73972602739726,0,0,0,4.319661295723093,0,0,0,NA,NA,Fernando,Araújo
Rua Fernando Pereira Dos Santos,27626,6,0,1,0,0,0,3,0,514,1.1363636363636365,0,0,0,1.1934125609516955,0,0,0.1675041876046901,NA,NA,Fernando,Santos
Rua Firmino Alves Sobrinho,28657,2,0,0,0,0,0,1,0,196,1.0204081632653061,0,0,0,1.0204081632653061,0,0,0,NA,NA,Firmino,Sobrinho
Rua Firmino Leite,700083,4,0,0,0,0,0,2,0,147,2.721214365049981,0,0,0,2.721214365049981,0,0,0,NA,NA,Firmino,Leite
Rua Firmino Leopoldino Da Costa,36862,9,0,1,0,0,0,5,0,462,2.083333333333333,0,0,0,2.2947151893431093,0,0,0.18867924528301888,NA,NA,Firmino,Costa
Rua Flávio Antônio Agra Ramos,35742,3,0,0,0,0,0,2,0,158,1.9507575757575757,0,0,0,1.9507575757575757,0,0,0,NA,NA,Flávio,Ramos
Rua Floriano,19453,2,0,0,0,0,0,1,0,197,1.015228426395939,0,0,0,1.015228426395939,0,0,0,NA,NA,Floriano,Floriano
Rua Florianópolis,29238,16,0,0,0,0,0,10,0,1000,1.7806267806267806,0,0,0,2.024513948829169,0,0,0,NA,NA,Florianópolis,Florianópolis
Rua Floripes Coutinho,23302,31,0,8,0,1,0,18,1,1399,2.111111111111111,0,0,0,2.8089979163721925,0,0,0.7142731331142662,NA,NA,Floripes,Coutinho
Rua Floripes Pontes,15040,3,0,0,0,0,0,2,0,130,2.4266201685556528,0,0,0,2.4266201685556528,0,0,0,NA,NA,Floripes,Pontes
Rua Francicleide De Souza Oliveira,37117,11,0,0,0,0,0,7,0,351,3.4482758620689653,0,0,0,3.294105638933225,0,0,0,NA,NA,Francicleide,Oliveira
Rua Francinete Gomes Costa,700477,3,0,0,0,0,0,2,0,124,2.614052614052614,0,0,0,2.614052614052614,0,0,0,NA,NA,Francinete,Costa
Rua Francisco Abílio,2941,2,0,0,0,0,0,1,0,131,1.5267175572519083,0,0,0,1.5267175572519083,0,0,0,NA,NA,Francisco,Abílio
Rua Francisco Adelino De Melo,23817,3,0,0,0,0,0,1,0,218,1.3761467889908259,0,0,0,1.3761467889908259,0,0,0,NA,NA,Francisco,Melo
Rua Francisco Afonso,23906,12,0,2,0,0,0,8,0,940,1.3015245623941276,0,0,0,1.4035579771992848,0,0,0.13551665725578768,NA,NA,Francisco,Afonso
Rua Francisco Afonso De Albuquerque,1309,7,0,0,0,0,0,4,0,368,1.8543956043956045,0,0,0,2.3306100201394644,0,0,0,NA,NA,Francisco,Albuquerque
Rua Francisco Alves,26026,55,0,5,0,0,0,28,0,1375,3.8838612368024132,0,0,0,4.717959174315387,0,0,0.33770085337901606,NA,NA,Francisco,Alves
Rua Francisco Alves Pereira,15415,7,0,0,0,0,0,5,0,203,3.9215686274509802,0,0,0,4.766761088425364,0,0,0,NA,NA,Francisco,Pereira
Rua Francisco Alves Ramalho,13013,6,0,0,0,0,0,3,0,249,1.694915254237288,0,0,0,2.565211301059094,0,0,0,NA,NA,Francisco,Ramalho
Rua Francisco Alves Reis,20117,4,0,0,0,0,0,2,0,331,1.2093533065400073,0,0,0,1.2093533065400073,0,0,0,NA,NA,Francisco,Reis
Rua Francisco Antônio Do Nascimento,3832,28,0,4,0,0,0,21,0,1655,1.8518518518518516,0,0,0,3.5297268087573035,0,0,0.22703379062582638,NA,NA,Francisco,Nascimento
Rua Francisco Assis De Oliveira,28037,8,0,0,0,0,0,4,0,310,2.9983457402812244,0,0,0,2.950615516164539,0,0,0,NA,NA,Francisco,Oliveira
Rua Francisco Borges Da Costa,27650,12,0,2,0,0,0,6,0,379,3.149801587301587,0,0,0,3.4962586682980765,0,0,0.49286076683336955,NA,NA,Francisco,Costa
Rua Francisco Brasileiro De Souza,29254,2,0,0,0,0,0,1,0,73,2.73972602739726,0,0,0,2.73972602739726,0,0,0,NA,NA,Francisco,Souza
Rua Francisco Calixto,28266,10,0,1,0,0,0,6,0,531,1.6802587176602923,0,0,0,3.0163408271629253,0,0,0.12165450121654502,NA,NA,Francisco,Calixto
Rua Francisco Camelo De Lacerda,14184,2,0,0,0,0,0,1,0,154,1.2987012987012987,0,0,0,1.2987012987012987,0,0,0,NA,NA,Francisco,Lacerda
Rua Francisco Da Nóbrega,24171,2,0,0,0,0,0,1,0,73,2.73972602739726,0,0,0,2.73972602739726,0,0,0,NA,NA,Francisco,Nóbrega
Rua Francisco De Assis Gouveia,26310,1,0,0,0,0,0,1,0,171,0.5847953216374269,0,0,0,0.5847953216374269,0,0,0,NA,NA,Francisco,Gouveia
Rua Francisco Ernesto Do Rego,24660,42,0,2,0,0,0,28,0,1816,2.380952380952381,0,0,0,2.710705960446948,0,0,0.0890092879256966,NA,NA,Francisco,Rego
Rua Francisco Eufrasino Da Silva,31445,4,0,0,0,0,0,1,0,239,1.6736401673640167,0,0,0,1.6736401673640167,0,0,0,NA,NA,Francisco,Silva
Rua Francisco Generino Prezeres,36625,3,0,0,0,0,0,1,0,101,2.9702970297029703,0,0,0,2.9702970297029703,0,0,0,NA,NA,Francisco,Prezeres
Rua Francisco Guedes De Moura,15369,10,0,0,0,0,0,3,0,373,2.857142857142857,0,0,0,2.7453864556651704,0,0,0,NA,NA,Francisco,Moura
Rua Francisco Januário De Lacerda,13676,1,0,0,0,0,0,1,0,364,0.27472527472527475,0,0,0,0.27472527472527475,0,0,0,NA,NA,Francisco,Lacerda
Rua Francisco José Venâncio,33260,2,0,0,0,0,0,1,0,240,0.8333333333333334,0,0,0,0.8333333333333334,0,0,0,NA,NA,Francisco,Venâncio
Rua Francisco Justino Do Vale,2836,8,0,0,0,0,0,3,0,409,1.8181818181818181,0,0,0,2.366944296768858,0,0,0,NA,NA,Francisco,Vale
Rua Francisco Lobo Filho,12904,9,0,0,0,0,0,5,0,460,1.4285714285714286,0,0,0,2.290159449440887,0,0,0,NA,NA,Francisco,Filho
Rua Francisco Lopes,10758,9,0,0,0,0,0,3,0,459,2.6548672566371683,0,0,0,2.2999150619085413,0,0,0,NA,NA,Francisco,Lopes
Rua Francisco Maria De Oliveira,27553,10,0,0,0,0,0,4,0,529,1.9579081632653061,0,0,0,1.9857568027210886,0,0,0,NA,NA,Francisco,Oliveira
Rua Francisco Melquíades,23612,17,0,0,0,0,0,7,0,1169,2.0408163265306123,0,0,0,1.9480010044729084,0,0,0,NA,NA,Francisco,Melquíades
Rua Francisco Monteiro De Castro,32360,4,0,0,0,0,0,3,0,211,2,0,0,0,1.8797814207650274,0,0,0,NA,NA,Francisco,Castro
Rua Francisco Moreira,6882,4,0,0,0,0,0,1,0,71,5.633802816901409,0,0,0,5.633802816901409,0,0,0,NA,NA,Francisco,Moreira
Rua Francisco Nogueira,1473,6,0,0,0,0,0,3,0,274,2.4691358024691357,0,0,0,2.3268632509710896,0,0,0,NA,NA,Francisco,Nogueira
Rua Francisco Paulino De Barros,35831,15,0,2,0,0,0,10,0,626,2.796052631578947,0,0,0,2.5988301720209614,0,0,0.3508771929824561,NA,NA,Francisco,Barros
Rua Francisco Pereira,26379,27,0,2,0,0,0,17,0,1329,2.083333333333333,0,0,0,2.8654283515978083,0,0,0.0625782227784731,NA,NA,Francisco,Pereira
Rua Francisco Queiroga De Alencar,31690,10,0,0,0,0,0,6,0,446,2.1264626462646268,0,0,0,2.4453206119745596,0,0,0,NA,NA,Francisco,Alencar
Rua Francisco Roberto,10081,12,0,4,0,0,0,6,0,437,2.7027027027027026,0,0,1.2570710245128849,2.691376079727611,0,0,0.8857947937826604,NA,NA,Francisco,Roberto
Rua Francisco Rosa De Farias,28126,6,0,1,0,0,0,3,0,191,3.1746031746031744,0,0,0,3.1497043261749145,0,0,0.5291005291005291,NA,NA,Francisco,Farias
Rua Francisco Souza Costa,2062,2,0,0,0,0,0,1,0,66,3.0303030303030303,0,0,0,3.0303030303030303,0,0,0,NA,NA,Francisco,Costa
Rua Francisco Xavier Sousa Júnior,20206,6,0,0,0,0,0,4,0,444,3.3449477351916377,0,0,0,3.367952591000074,0,0,0,NA,NA,Francisco,Júnior
Rua Francisco Zeca Da Silva,15121,3,0,0,0,0,0,1,0,141,2.127659574468085,0,0,0,2.127659574468085,0,0,0,NA,NA,Francisco,Silva
Rua Franciscolourenço Ribeiro,7765,10,0,0,0,0,0,4,0,395,2.7634130575307045,0,0,0,2.7719347512018677,0,0,0,NA,NA,Franciscolourenço,Ribeiro
Rua Franciscomendonça,8010,4,0,0,0,0,0,2,0,153,2.617174136161478,0,0,0,2.617174136161478,0,0,0,NA,NA,Franciscomendonça,Franciscomendonça
Rua Franklin Araújo,1333,27,0,0,0,0,0,12,0,1152,2.4295081967213115,0,0,0,2.5336120227039833,0,0,0,NA,NA,Franklin,Araújo
Rua Frei Caneca,11410,4,0,0,0,0,0,4,0,270,1.5720953082780644,0,0,0,1.7339782282378304,0,0,0,Frei,religioso,Caneca,Caneca
Rua Frei Dagoberto,19704,10,0,0,0,0,0,3,0,509,2.209944751381215,0,0,0,2.4371699509821054,0,0,0,Frei,religioso,Dagoberto,Dagoberto
Rua Frei Damião De Bozzano,1511,15,0,0,0,0,0,7,0,753,1.7241379310344827,0,0,0,2.103306331654665,0,0,0,Frei,religioso,Damião,Bozzano
Rua Frei Geraldo,18651,2,0,0,0,0,0,1,0,180,1.1111111111111112,0,0,0,1.1111111111111112,0,0,0,Frei,religioso,Geraldo,Geraldo
